summons_number,plate_id,registration_state,plate_type,issue_date,violation_code,vehicle_body_type,vehicle_make,issuing_agency,street_code1,street_code2,street_code3,vehicle_expiration_date,violation_location,violation_precinct,issuer_precinct,issuer_code,issuer_command,issuer_squad,violation_time,time_first_observed,violation_county,violation_in_front_of_or_opposite,house_number,street_name,intersecting_street,date_first_observed,law_section,sub_division,violation_legal_code,days_parking_in_effect,from_hours_in_effect,to_hours_in_effect,vehicle_color,unregistered_vehicle?,vehicle_year,meter_number,feet_from_curb,violation_post_code,violation_description,no_standing_or_stopping_violation,hydrant_violation,double_parking_violation,vehicle_color_standard,borough,hour,day_of_week,year,month,restriction_start_hour,month_name
5135814851,T747681C,NY,OMT,2024-07-12,7,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0718P,,ST,,,CLOVE RD (S/B) @ CHE,SHIRE PL,0.0,1111.0,D,T,,,,BK,,2022.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,BLACK,Staten Island,7.0,Friday,2024,7,,July
9139457588,96617MJ,NY,COM,2024-06-28,20,VAN,ME/BE,T,20090,14010,22890,88888888,7.0,7,7,362546,T105,H,0153P,,NY,F,39,ELDRIDGE ST,,0.0,408.0,D,,YYYYY,0800A,0600P,WHITE,,2016.0,,0.0,66.0,20-NO PARKING (COM PLATE),,,,WHITE,Manhattan,1.0,Friday,2024,6,8.0,June
8542390313,LLP2995,NY,PAS,2024-07-08,21,SUBN,TOYOT,T,8190,58590,23040,20260609,109.0,109,109,366562,T401,X,1018A,,Q,F,144-64,32ND AVE,,0.0,408.0,D1,,Y,0900A,1030A,GY,,2012.0,,0.0,,21-NO PARKING (STREET CLEAN),,,,GREY,Queens,10.0,Monday,2024,7,9.0,July
4909380474,LDA7072,NY,PAS,2024-07-26,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,1234P,,ST,,,NB JEWETT AVE @ MAIN,E AVE,0.0,1180.0,B,T,,,,TN,,2001.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,BROWN,Staten Island,12.0,Friday,2024,7,,July
2019320850,DAB7249,NY,PAS,2024-07-25,21,4DSD,TOYOT,S,10020,28020,12550,20250112,52.0,52,0,668651,BX05,,1226P,00000,Bronx,F,3633,BAINBRIDGE AVENUE,,0.0,408.0,d1,,Y  Y,1130A,0100P,GY,,2014.0,,0.0,,NO PARKING STREET CLEANING,,,,GREY,Other,12.0,Thursday,2024,7,11.0,July
4904009629,CVE5045,NY,PAS,2024-06-25,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0316P,,QN,,,WB ROCKAWAY BEACH BL,VD @ SEA GRASS LN,0.0,1180.0,B,T,,,,WH,,2023.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,WHITE,Queens,3.0,Tuesday,2024,6,,June
4905724053,LCH5939,NY,PAS,2024-07-05,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1005A,,QN,,,EB S CONDUIT AVE @ 1,29TH ST,0.0,1180.0,B,T,,,,GY,,2003.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,GREY,Queens,10.0,Friday,2024,7,,July
4903960274,13194BT,NY,OMR,2024-06-24,36,BUS,FORD,V,0,13550,0,0,,0,0,0,,,1237P,,BK,,,NB FLATBUSH AVE EXT,@ BRIDGE ST,0.0,1180.0,B,T,,,,BK,,2019.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,BLACK,Brooklyn,12.0,Monday,2024,6,,June
4909202444,KZB1658,NY,PAS,2024-07-25,36,SUBN,HONDA,V,0,40404,40404,0,,0,0,0,,,1212P,,BK,,,NB UTICA AVE @ AVE L,,0.0,1180.0,B,T,,,,GY,,2019.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,GREY,Brooklyn,12.0,Thursday,2024,7,,July
9141710022,KYF4300,NY,PAS,2024-07-08,38,SUBN,HONDA,T,9230,64730,6380,20240928,66.0,66,66,373723,T302,A,0317P,,K,O,1273,53RD ST,,0.0,408.0,H1,,YYYYY,0900A,0700P,GY,,2022.0,310232,0.0,1.0,38-FAILURE TO DSPLAY METER REC,,,,GREY,Brooklyn,3.0,Monday,2024,7,9.0,July
4907332087,HMP3665,NY,PAS,2024-07-14,36,SUBN,TOYOT,V,0,40404,40404,0,,0,0,0,,,1002P,,BK,,,SB KINGS HWY @ AVE J,,0.0,1180.0,B,T,,,,BK,,2012.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,BLACK,Brooklyn,10.0,Sunday,2024,7,,July
4037561608,62BCBN,FL,PAS,2024-06-17,5,4D,MITSU,V,0,0,0,0,,0,0,0,,,0342P,,QN,,,WB JAMAICA AVE @ PAR,SONS BLVD,0.0,1111.0,C,T,,,,WHI,,2012.0,,0.0,,BUS LANE VIOLATION,,,,WHITE,Queens,3.0,Monday,2024,6,,June
2019204769,BP65377,CT,PAS,2024-07-18,21,4DSD,HYUND,S,33620,68020,26640,0,42.0,42,0,0,BX03,,1145A,00000,Bronx,F,1071,FRANKLIN AVENUE,,0.0,408.0,d1,,Y  Y,1130A,0100P,GY,,0.0,,0.0,,NO PARKING STREET CLEANING,,,,GREY,Other,11.0,Thursday,2024,7,11.0,July
4909328671,87911,NY,MED,2024-07-25,36,SUBN,MASE,V,0,0,0,0,,0,0,0,,,0546P,,MN,,,SB 2ND AVE @ E 28TH,ST,0.0,1180.0,B,T,,,,BL,,2017.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,BLACK,Manhattan,5.0,Thursday,2024,7,,July
5135512093,J46SXS,NJ,PAS,2024-06-27,7,SEDA,MAZDA,V,0,0,0,0,,0,0,0,,,0819P,,BK,,,FLATBUSH AVE (S/B) @,DEAN ST,0.0,1111.0,D,T,,,,,,2011.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,,Brooklyn,8.0,Thursday,2024,6,,June
9141375968,LAU4394,NY,PAS,2024-07-03,71,SUBN,HONDA,T,27600,70720,14620,20250702,52.0,52,52,371705,T201,Q,0206P,,BX,F,239,E 198TH ST,,0.0,408.0,J6,,YYYYYYY,,,WH,,2005.0,,0.0,49.0,71A-INSP STICKER EXPIRED (NYS),,,,WHITE,Bronx,2.0,Wednesday,2024,7,,July
9137345965,30936JX,NY,COM,2024-06-27,14,VAN,WORKH,T,34370,10810,10910,88888888,10.0,10,10,371740,T102,Q,1011A,,NY,F,363,W 30TH ST,,0.0,408.0,C,,YYYYYYY,,,BROWN,,2007.0,,0.0,12.0,14-NO STANDING,,,,BROWN,Manhattan,10.0,Thursday,2024,6,,June
9142006168,LAC5451,NY,PAS,2024-07-09,19,4DSD,BMW,T,0,0,0,20250130,47.0,47,47,340075,T201,A,0812A,,BX,I,N,BIVONA ST,120ft W/of Reeds Mil,0.0,408.0,C3,,YYYYYYY,,,BK,,2019.0,,0.0,,19-NO STAND (BUS STOP),,,,BLACK,Bronx,8.0,Tuesday,2024,7,,July
4905936986,ACG4180,NY,PAS,2024-07-04,36,SUBN,JEEP,V,0,40404,40404,0,,0,0,0,,,1108A,,BK,,,NB UTICA AVE @ AVE L,,0.0,1180.0,B,T,,,,RD,,2019.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,RED,Brooklyn,11.0,Thursday,2024,7,,July
4905494898,LJB1919,NY,PAS,2024-07-03,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1119P,,QN,,,WB N CONDUIT AVE @ S,PRINGFIELD BLVD,0.0,1180.0,B,T,,,,GY,,2003.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,GREY,Queens,11.0,Wednesday,2024,7,,July
4904104377,HUC6570,NY,PAS,2024-06-23,36,SUBN,HYUND,V,0,0,0,0,,0,0,0,,,1210P,,BX,,,SB THROGS NECK EXPWY,@ SCHLEY AVE,0.0,1180.0,B,T,,,,BR,,2023.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,BROWN,Bronx,12.0,Sunday,2024,6,,June
9139550280,JRV8674,NY,PAS,2024-06-27,21,SUBN,JEEP,T,5080,5580,5680,20260522,78.0,78,78,357764,T302,G,1202P,,K,O,335,1ST ST,,0.0,408.0,D1,,Y,1130A,0100P,BK,,2020.0,,0.0,55.0,21-NO PARKING (STREET CLEAN),,,,BLACK,Brooklyn,12.0,Thursday,2024,6,11.0,June
9138214854,LBK4437,NY,PAS,2024-07-08,38,SUBN,JEEP,T,57790,19390,19540,20250829,115.0,115,115,357347,T401,YP,0417P,,Q,F,101-18,NORTHERN BLVD,,0.0,408.0,H1,,YYYYYY,0800A,0700P,BK,,2019.0,439994,0.0,10.0,38-FAILURE TO DSPLAY METER REC,,,,BLACK,Queens,4.0,Monday,2024,7,8.0,July
4909176342,LKF5067,NY,PAS,2024-07-25,36,4DSD,CADIL,V,0,0,0,0,,0,0,0,,,0422A,,QN,,,WB N CONDUIT AVE @ 8,8TH ST,0.0,1180.0,B,T,,,,GY,,2004.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,GREY,Queens,4.0,Thursday,2024,7,,July
4905989395,W14RLR,NJ,PAS,2024-07-06,36,UT,NISSA,V,0,0,0,0,,0,0,0,,,1206A,,BK,,,WB ATLANTIC AVE @ CL,ERMONT AVE,0.0,1180.0,B,T,,,,,,2020.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,,Brooklyn,12.0,Saturday,2024,7,,July
4905539500,Y226XP,NY,PAS,2024-07-04,36,4DSD,VOLVO,V,0,0,0,0,,0,0,0,,,1117A,,QN,,,WB N CONDUIT AVE @ 1,27TH ST,0.0,1180.0,B,T,,,,GR,,1999.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,GREEN,Queens,11.0,Thursday,2024,7,,July
4905410551,M71MZM,NJ,PAS,2024-07-02,36,UT,CHEVR,V,0,0,0,0,,0,0,0,,,0510P,,ST,,,WB LITTLE CLOVE RD @,OTSEGO AVE,0.0,1180.0,B,T,,,,,,2012.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,,Staten Island,5.0,Tuesday,2024,7,,July
4905058570,LAX6223,NY,PAS,2024-07-03,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0258P,,QN,,,NB LITTLE NECK PKWY,@ 74TH AVE,0.0,1180.0,B,T,,,,GY,,2021.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,GREY,Queens,2.0,Wednesday,2024,7,,July
2019148237,KMP3134,NY,PAS,2024-07-16,21,SUBN,SUBAR,S,58490,20590,54102,20251214,102.0,102,0,583618,QW09,,1023A,00000,Qns,F,112-26,PARK LANE SOUTH,,0.0,408.0,d1,,Y,1000A,1130A,BL,,2014.0,,0.0,,NO PARKING STREET CLEANING,,,,BLACK,Queens,10.0,Tuesday,2024,7,10.0,July
5136028040,KSR5984,NY,PAS,2024-07-23,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1246A,,BK,,,CADMAN PLAZA (E/B) @,PROSPECT ST,0.0,1111.0,D,T,,,,RD,,2018.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,RED,Brooklyn,12.0,Tuesday,2024,7,,July
9138820225,A75RAU,NJ,PAS,2024-06-26,21,4DSD,TOYOT,T,93250,0,0,88888888,88.0,88,88,375279,T301,I,0750A,,K,I,S,WILLOUGHBY ST,20ft W/of Ashland Pl,0.0,408.0,D1,,YYYYYY,0730A,0800A,RED,,0.0,,0.0,6.0,21-NO PARKING (STREET CLEAN),,,,RED,Brooklyn,7.0,Wednesday,2024,6,7.0,June
4909437060,LFY2227,NY,PAS,2024-07-27,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0122A,,BK,,,NB FLATBUSH AVE @ E,48TH ST,0.0,1180.0,B,T,,,,GY,,2017.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,GREY,Brooklyn,1.0,Saturday,2024,7,,July
4037671384,69151ND,NY,COM,2024-06-24,5,VAN,FORD,V,0,0,0,0,,0,0,0,,,0224P,,QN,,,SB MAIN ST @ 37TH AV,E,0.0,1111.0,C,T,,,,WH,,2016.0,,0.0,,BUS LANE VIOLATION,,,,WHITE,Queens,2.0,Monday,2024,6,,June
9138443405,4FPK33,MA,999,2024-06-27,40,SUBN,FORD,T,9430,5580,5680,20260388,72.0,72,72,365813,T302,K,0809A,,K,F,579,57TH ST,,0.0,408.0,E2,,YYYYYYY,,,BLACK,,0.0,,0.0,,40-FIRE HYDRANT,,,,BLACK,Brooklyn,8.0,Thursday,2024,6,,June
9137733722,GUZ4329,NY,PAS,2024-07-08,38,4DSD,INFIN,T,10210,18590,18610,20241202,19.0,19,19,375315,T103,P,1216P,,NY,F,1414,3RD AVE,,0.0,408.0,H1,,YYYYYY,1200A,0700P,WH,,2017.0,111767,0.0,17.0,38-FAILURE TO DSPLAY METER REC,,,,WHITE,Manhattan,12.0,Monday,2024,7,12.0,July
1485687720,LAD9529,NC,PAS,2024-06-13,17,SDN,LEXUS,O,53630,0,0,0,84.0,84,0,102245,KSCC,0000,0930A,,K,F,,JOHNSON ST,CADMAN WEST,0.0,408.0,J2,,YYYYYBB,0700A,0700P,BLK,0.0,0.0,-,0.0,,,,,,BLACK,Brooklyn,9.0,Thursday,2024,6,7.0,June
4904710344,R50NXD,NJ,PAS,2024-06-26,36,SEDA,ACURA,V,0,30640,0,0,,0,0,0,,,0642P,,MN,,,SB WEST ST @ W THAME,S ST,0.0,1180.0,B,T,,,,,,2021.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,,Manhattan,6.0,Wednesday,2024,6,,June
4904494921,EML7668,NY,PAS,2024-06-30,36,SUBN,TOYOT,V,10210,40404,40404,0,,0,0,0,,,0240P,,BK,,,NB 3RD AVE @ 41ST ST,,0.0,1180.0,B,T,,,,WH,,2008.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,WHITE,Brooklyn,2.0,Sunday,2024,6,,June
9137359988,MNE3218,PA,PAS,2024-07-06,14,SUBN,HONDA,T,34310,13610,10510,88888888,14.0,14,14,374555,T102,N,0145P,,NY,O,52,W 27TH ST,,0.0,408.0,C,,YYYYYYY,0700A,0700P,RED,,0.0,,0.0,15.0,14-NO STANDING,,,,RED,Manhattan,1.0,Saturday,2024,7,7.0,July
4908583328,75AYBM,FL,PAS,2024-07-19,36,4D,NISSA,V,0,0,0,0,,0,0,0,,,1229P,,BK,,,SB HAMILTON AVE @ BU,SH ST,0.0,1180.0,B,T,,,,SIL,,2022.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,SIL,Brooklyn,12.0,Friday,2024,7,,July
4906828188,CFW2111,NY,PAS,2024-07-10,36,SUBN,INFIN,V,0,0,0,0,,0,0,0,,,0555P,,ST,,,SB MIDLAND AVE @ MAS,ON AVE,0.0,1180.0,B,T,,,,BK,,2015.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,BLACK,Staten Island,5.0,Wednesday,2024,7,,July
4906985737,DCN7981,NY,PAS,2024-07-12,36,4DSD,LEXUS,V,0,0,0,0,,0,0,0,,,0529P,,QN,,,WB N CONDUIT AVE @ 1,27TH ST,0.0,1180.0,B,T,,,,GY,,2022.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,GREY,Queens,5.0,Friday,2024,7,,July
4905974641,LDFC93,FL,PAS,2024-07-05,36,UT,FORD,V,0,0,0,0,,0,0,0,,,0445P,,ST,,,EB VANDERBILT AVE @,TALBOT PL,0.0,1180.0,B,T,,,,SIL,,2023.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,SIL,Staten Island,4.0,Friday,2024,7,,July
9142007574,BLANKPLATE,99,999,2024-07-11,40,4DSD,ME/BE,T,15020,12550,28290,88888888,47.0,47,47,340075,T201,A,0745A,,BX,F,3856,BRONX BLVD,,0.0,408.0,E2,,YYYYYYY,,,WHITE,,0.0,,4.0,,40-FIRE HYDRANT,,,,WHITE,Bronx,7.0,Thursday,2024,7,,July
9136753233,3GA9927,GA,PAS,2024-07-24,46,4DSD,TOYOT,T,47020,74690,76650,20248888,46.0,46,46,345239,T801,B,0002A,,BX,F,2287,LORING PL,,0.0,408.0,F1,,YYYYYYY,,,WHITE,,0.0,,0.0,46.0,46A-DOUBLE PARKING (NON-COM),,,,WHITE,Bronx,0.0,Wednesday,2024,7,,July
5135937705,AL38TR,FL,PAS,2024-07-18,7,4D,NISSA,V,0,0,0,0,,0,0,0,,,0942P,,BK,,,FLATBUSH AVE (N/B) @,AVIATOR SPORTS COMP,0.0,1111.0,D,T,,,,GRY,,2020.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,GREY,Brooklyn,9.0,Thursday,2024,7,,July
4903908148,LJG6495,NY,PAS,2024-06-22,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0658A,,BK,,,NB ROGERS AVE @ PROS,PECT PL,0.0,1180.0,B,T,,,,BL,,2022.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,BLACK,Brooklyn,6.0,Saturday,2024,6,,June
9144332180,33381NE,NY,COM,2024-07-20,71,REFG,MITSU,T,53820,40404,40404,20260430,50.0,50,50,358632,T201,B,1040A,,BX,F,5899,NETHERLAND AVE,,0.0,408.0,J6,,YYYYYYY,,,WH,,2007.0,,0.0,50.0,71A-INSP STICKER EXPIRED (NYS),,,,WHITE,Bronx,10.0,Saturday,2024,7,,July
4908666052,HSU7237,NY,PAS,2024-07-23,36,4DSD,VOLKS,V,0,0,0,0,,0,0,0,,,0831A,,BK,,,SB PROSPECT PARK W @,12TH ST,0.0,1180.0,B,T,,,,GY,,2013.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,GREY,Brooklyn,8.0,Tuesday,2024,7,,July
9140846210,HSR6555,NY,PAS,2024-07-05,21,4DSD,MINI,T,28260,77150,10620,20251017,47.0,47,47,373176,T201,E,0839A,,BX,F,718,E 221ST ST,,0.0,408.0,D1,,Y,0830A,1000A,GR,,2018.0,,0.0,15.0,21-NO PARKING (STREET CLEAN),,,,GREEN,Bronx,8.0,Friday,2024,7,8.0,July
9135493896,HUC9109,NY,PAS,2024-07-01,21,SUBN,JEEP,T,18470,24890,10210,20250727,19.0,19,19,373151,T103,E,0910A,,NY,F,145,E 74TH ST,,0.0,408.0,D1,,Y  Y,0900A,1030A,BK,,2017.0,,0.0,48.0,21-NO PARKING (STREET CLEAN),,,,BLACK,Manhattan,9.0,Monday,2024,7,9.0,July
5135475898,ATK2484,AZ,PAS,2024-06-26,7,STAT,BMW,V,0,0,0,0,,0,0,0,,,0401P,,BK,,,EASTERN PKWY (W/B) @,BEDFORD AVE,0.0,1111.0,D,T,,,,,,2023.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,,Brooklyn,4.0,Wednesday,2024,6,,June
9140746501,XGFK35,NJ,PAS,2024-07-09,69,DELV,FRUEH,T,34310,13610,10510,88888888,13.0,13,13,359594,T102,D,0820A,,NY,F,37,W 27TH ST,,0.0,408.0,H1,,YYYYY,0800A,0600P,WHITE,,0.0,104911,0.0,99.0,69-FAIL TO DSP PRKING MTR RCPT,,,,WHITE,Manhattan,8.0,Tuesday,2024,7,8.0,July
5135346340,KZG4650,NY,PAS,2024-06-21,7,SUBN,ME/BE,V,0,0,0,0,,0,0,0,,,1157A,,BK,,,REMSEN AVE (N/B) @ L,ENOX RD,0.0,1111.0,D,T,,,,GY,,2006.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,GREY,Brooklyn,11.0,Friday,2024,6,,June
1494692843,LNC7276,NY,PAS,2024-06-14,40,SDN,HONDA,P,89730,81430,80330,20260603,88.0,88,88,977502,0088,0000,0824P,,K,F,757,WASHINGTON AVE,,0.0,408.0,E2,,BBBBBBB,ALL,ALL,GRAY,0.0,2009.0,-,4.0,,,,,,GREY,Brooklyn,8.0,Friday,2024,6,,June
9138074199,JCK1337,NY,PAS,2024-07-03,38,SUBN,NISSA,T,36470,10410,24695,20240809,32.0,32,32,372225,T103,L,0117P,,NY,F,24,W 135TH ST,,0.0,408.0,H1,,YYYYYY,0900A,0700P,BK,,2023.0,110765,0.0,,38-FAILURE TO DSPLAY METER REC,,,,BLACK,Manhattan,1.0,Wednesday,2024,7,9.0,July
4907334576,LJE2101,NY,PAS,2024-07-15,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,1206A,,MN,,,SB 12TH AVE @ W 23RD,ST,0.0,1180.0,B,T,,,,GY,,2017.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,GREY,Manhattan,12.0,Monday,2024,7,,July
9142391374,HHV2455,NY,PAS,2024-07-16,20,SUBN,SUBAR,T,29690,0,0,20260724,24.0,24,24,373655,T103,A,0541A,,NY,I,E,RIVERSIDE DR,20ft N/of W 91st St,0.0,408.0,D,,YYYYYYY,,,BL,,2019.0,,0.0,,20A-NO PARKING (NON-COM),,,,BLACK,Manhattan,5.0,Tuesday,2024,7,,July
4904800849,JPD1824,NY,PAS,2024-06-28,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0633P,,BX,,,SB BAYCHESTER AVE @,CRAWFORD AVE,0.0,1180.0,B,T,,,,GY,,2011.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,GREY,Bronx,6.0,Friday,2024,6,,June
9140552342,T500911C,NY,OMT,2024-07-15,14,4DSD,TOYOT,T,21820,29220,27360,20250430,52.0,52,52,377480,T201,O,0539P,,BX,O,2487,CRESTON AVE,,0.0,408.0,C,,YYYYYYY,,,BK,,2015.0,,0.0,12.0,14-NO STANDING,,,,BLACK,Bronx,5.0,Monday,2024,7,,July
4038022468,HJK3495,NY,PAS,2024-07-12,5,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0500P,,BK,,,SB JAY ST @ JOHNSON,ST,0.0,1111.0,C,T,,,,GY,,2013.0,,0.0,,BUS LANE VIOLATION,,,,GREY,Brooklyn,5.0,Friday,2024,7,,July
9136117341,90485NC,NY,COM,2024-06-26,14,VAN,WORKH,T,18750,10210,10110,88888888,19.0,19,19,373688,T103,AA,1257P,,NY,O,206,E 88TH ST,,0.0,408.0,C,,YYYYYY,0700A,0700P,BROWN,,2012.0,,0.0,21.0,14-NO STANDING,,,,BROWN,Manhattan,12.0,Wednesday,2024,6,7.0,June
4904685830,KZB1549,NY,PAS,2024-07-01,36,PICK,RAM,V,0,0,0,0,,0,0,0,,,0507A,,MN,,,SB WEST ST @ WARREN,ST,0.0,1180.0,B,T,,,,WH,,2022.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,WHITE,Manhattan,5.0,Monday,2024,7,,July
1491618358,LDG1038,NY,PAS,2024-06-28,40,SDN,VOLKS,8,29620,24790,30915,20250627,43.0,43,0,360,0000,0000,0936P,,,F,2130,E TREMONT AVE,,0.0,408.0,C,,BBBBBBB,ALL,ALL,GREY,0.0,0.0,-,0.0,,,,,,GREY,Other,9.0,Friday,2024,6,,June
4907286200,KUB6688,NY,PAS,2024-07-14,36,4DSD,MAZDA,V,0,0,0,0,,0,0,0,,,1007A,,QN,,,WB N CONDUIT AVE @ 8,8TH ST,0.0,1180.0,B,T,,,,BK,,2008.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,BLACK,Queens,10.0,Sunday,2024,7,,July
9144830040,LJX5601,NY,PAS,2024-07-24,37,SUBN,INFIN,T,40930,13880,65030,20260325,70.0,70,70,357764,T302,G,1210P,1159A,K,F,1234,FLATBUSH AVE,,0.0,408.0,H1,,YYYYYY,0900A,0700P,WH,,2024.0,336430,0.0,18.0,37-EXPIRED PARKING METER,,,,WHITE,Brooklyn,12.0,Wednesday,2024,7,9.0,July
4908896033,4MZC25,MA,PAS,2024-07-24,36,HATC,TOYOT,V,0,0,0,0,,0,0,0,,,0158P,,BK,,,SB OCEAN PKWY @ OCEA,N CT,0.0,1180.0,B,T,,,,,,2010.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,,Brooklyn,1.0,Wednesday,2024,7,,July
9139495048,KRK3489,NY,PAS,2024-06-27,21,SUBN,FORD,T,36270,10410,24690,20250909,28.0,28,28,364937,T103,CC,0808A,,NY,F,29,W 125TH ST,,0.0,408.0,D1,,YYYYYY,0800A,0830A,BK,,2016.0,,0.0,56.0,21-NO PARKING (STREET CLEAN),,,,BLACK,Manhattan,8.0,Thursday,2024,6,8.0,June
4907720981,LDL7319,NY,PAS,2024-07-14,36,SUBN,ROVER,V,0,0,0,0,,0,0,0,,,0811P,,QN,,,WB N CONDUIT AVE @ 8,8TH ST,0.0,1180.0,B,T,,,,GY,,2023.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,GREY,Queens,8.0,Sunday,2024,7,,July
9140078115,MLK8217,PA,PAS,2024-06-28,14,4DSD,HONDA,T,26820,69320,72720,88888888,44.0,44,44,373728,T201,B,0718A,,BX,O,50,E 172ND ST,,0.0,408.0,C,,YYYYYYY,,,BLACK,,0.0,,0.0,44.0,14-NO STANDING,,,,BLACK,Bronx,7.0,Friday,2024,6,,June
4907951826,DADDY22,NY,SRF,2024-07-16,36,SUBN,LEXUS,V,10810,40404,40404,0,,0,0,0,,,0530P,,BK,,,WB 65TH ST @ 8TH AVE,,0.0,1180.0,B,T,,,,RD,,2023.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,RED,Brooklyn,5.0,Tuesday,2024,7,,July
8916796611,5281529,ME,PAS,2024-07-17,14,TRAC,VOLVO,T,50290,0,0,88888888,112.0,112,112,376109,T803,BB,0322A,,Q,I,S,HORACE HARDING EXPY,40ft W/of 102nd St,0.0,408.0,C,,YYYYYYY,,,BLUE,,0.0,,0.0,,14-NO STANDING,,,,BLUE,Queens,3.0,Wednesday,2024,7,,July
5135604728,KAA9789,NY,PAS,2024-07-02,7,SUBN,ME/BE,V,0,0,0,0,,0,0,0,,,0103A,,QN,,,SEAGIRT BLVD (W/B) @,BEACH 9TH ST,0.0,1111.0,D,T,,,,WH,,2022.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,WHITE,Queens,1.0,Tuesday,2024,7,,July
2018479155,KSA6815,NY,PAS,2024-07-01,21,SUBN,HONDA,S,9830,7430,90680,20250810,62.0,62,0,587112,KS11,,0811A,00000,Kings,F,2313,65 STREET,,0.0,408.0,d1,,,0800A,0830A,GY,,2011.0,,0.0,,NO PARKING STREET CLEANING,,,,GREY,Brooklyn,8.0,Monday,2024,7,8.0,July
4905652560,JFJ3157,NY,PAS,2024-07-04,36,CONV,ME/BE,V,0,0,0,0,,0,0,0,,,0518P,,QN,,,SB NORTHERN BLVD @ B,ROWVALE LN,0.0,1180.0,B,T,,,,WH,,2019.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,WHITE,Queens,5.0,Thursday,2024,7,,July
4905582880,GZP3901,NY,PAS,2024-07-02,36,4DSD,GENES,V,0,0,0,0,,0,0,0,,,0647P,,QN,,,EB EDGEMERE AVE @ B,47TH ST,0.0,1180.0,B,T,,,,GY,,2023.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,GREY,Queens,6.0,Tuesday,2024,7,,July
9139611218,MMG3171,PA,PAS,2024-07-13,40,SUBN,BMW,T,55100,16180,37850,20248888,122.0,122,122,363921,T303,N,0802A,,R,F,275,WESTWOOD AVE,,0.0,408.0,E2,,YYYYYYY,,,BLACK,,0.0,,8.0,,40-FIRE HYDRANT,,,,BLACK,Staten Island,8.0,Saturday,2024,7,,July
